I.Site,II.DeltaFFM_DS_Dur_WS,II.DeltaFFM_DS_Mag_50,II.DeltaFFM_FA_Mag,II.DeltaFFM_Peak_10,II.DeltaFFM_Peak_2,II.DeltaFFM_SP_Dur,II.DeltaFFM_SP_Mag,II.DeltaFFM_SP_Tim,II.DeltaFFM_Wet_BFL_Mag_50,III.Threshold,IV.Prob_ASCI_DS_Dur_WS,IV.Prob_ASCI_DS_Mag_50,IV.Prob_ASCI_Peak_2,IV.Prob_ASCI_SP_Dur,IV.Prob_ASCI_SP_Mag,IV.Prob_ASCI_Wet_BFL_Mag_50,IV.Prob_CSCI_DS_Dur_WS,IV.Prob_CSCI_DS_Mag_50,IV.Prob_CSCI_FA_Mag,IV.Prob_CSCI_Peak_10,IV.Prob_CSCI_SP_Tim,IV.Prob_CSCI_Wet_BFL_Mag_50,V.Result_ASCI_DS_Dur_WS,V.Result_ASCI_DS_Mag_50,V.Result_ASCI_Peak_2,V.Result_ASCI_SP_Dur,V.Result_ASCI_SP_Mag,V.Result_ASCI_Wet_BFL_Mag_50,V.Result_CSCI_DS_Dur_WS,V.Result_CSCI_DS_Mag_50,V.Result_CSCI_FA_Mag,V.Result_CSCI_Peak_10,V.Result_CSCI_SP_Tim,V.Result_CSCI_Wet_BFL_Mag_50,Column Name ,Lookup
101020,104,-0.016914651,NA,15.74736,9.8958,-24.5,3.804,15,-0.0211,0.9,0.11219066,0.385625528,NA,0.585797498,0.399795881,0.252091635,0.021950789,0.753578627,NA,NA,0.328372946,0.367011763,Current Delta FFM is augmented (long). Proposed project can decrease duration by 93 days to 121 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 4 cfs or decrease by more than 2 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is depleted (short). Proposed project can increase duration by 17  days to 31 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 155 cfs or decrease by more than 62 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 10 cfs or decrease by more than 23 cfs.,Current Delta FFM is augmented (long). Proposed project can decrease duration by 96 days to 118 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 1 cfs or decrease by more than 2 cfs.,A probability of NA means no median delta FFM value is available.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is augmented (late). Proposed project can change timing by 12 to 26 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 7 cfs or decrease by more than 32 cfs.,III.Threshold,Probability Threshold
101020,104,-0.016914651,NA,15.74736,9.8958,-24.5,3.804,15,-0.0211,0.99,0.11219066,0.385625528,NA,0.585797498,0.399795881,0.252091635,0.021950789,0.753578627,NA,NA,0.328372946,0.367011763,Current Delta FFM is augmented (long). Proposed project can decrease duration by 103 days to 106 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.41 cfs or decrease by more than 0.57 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is depleted (short). Proposed project can increase duration by 23  days to 25 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 12 cfs or decrease by more than 17 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 1 cfs or decrease by more than 3 cfs.,Current Delta FFM is augmented (long). Proposed project can decrease duration by 103 days to 106 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.19 cfs or decrease by more than 0.48 cfs.,A probability of NA means no median delta FFM value is available.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is augmented (late). Proposed project can change timing by 15 to 17 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.77 cfs or decrease by more than 3 cfs.,IV.Prob_ASCI_DS_Dur_WS,Probability ASCI DS_Dur_WS
201010,29.5,1.704420643,33.32673484,771.3611,625.3921,-49,107.9785,2,2.090836873,0.7,0.69603769,0.417710102,NA,0.244663929,0.392218249,0.461537525,0.570210172,0.635867519,0.418267296,NA,0.623283934,0.63636126,Current Delta FFM is within limits. Proposed project should not increase duration by more than 3 days or decrease duration by more than 82 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 9 cfs or decrease by more than 6 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is depleted (short). Proposed project can increase duration by 25  days to 67 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 376 cfs or decrease by more than 282 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 30 cfs or decrease by more than 86 cfs.,Current Delta FFM is augmented (long). Proposed project can decrease duration by 8 days to 70 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 2 cfs or decrease by more than 6 cfs.,Current Delta FFM is augmented. Proposed project can decrease by 10 to 93 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 7 days later or by more than 34 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 18 cfs or decrease by more than 100 cfs.,IV.Prob_ASCI_DS_Mag_50,Probability ASCI DS_Mag_50
201010,29.5,1.704420643,33.32673484,771.3611,625.3921,-49,107.9785,2,2.090836873,0.9,0.69603769,0.417710102,NA,0.244663929,0.392218249,0.461537525,0.570210172,0.635867519,0.418267296,NA,0.623283934,0.63636126,Current Delta FFM is augmented (long). Proposed project can decrease duration by 19 days to 47 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 2 cfs or decrease by more than 3 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is depleted (short). Proposed project can increase duration by 41  days to 55 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 51 cfs or decrease by more than 166 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 8 cfs or decrease by more than 25 cfs.,Current Delta FFM is augmented (long). Proposed project can decrease duration by 22 days to 43 days.,Current Delta FFM is augmented. Proposed project can decrease by 0.45 to 3 cfs.,Current Delta FFM is augmented. Proposed project can decrease by 24 to 53 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 0.98 days later or by more than 13 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 5 cfs or decrease by more than 34 cfs.,IV.Prob_ASCI_Peak_2,Probability ASCI Peak_2
201010,29.5,1.704420643,33.32673484,771.3611,625.3921,-49,107.9785,2,2.090836873,0.99,0.69603769,0.417710102,NA,0.244663929,0.392218249,0.461537525,0.570210172,0.635867519,0.418267296,NA,0.623283934,0.63636126,Current Delta FFM is augmented (long). Proposed project can decrease duration by 28 days to 32 days.,Current Delta FFM is augmented. Proposed project can decrease by 1 to 2 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is depleted (short). Proposed project can increase duration by 48  days to 50 days.,Current Delta FFM is augmented. Proposed project can decrease by 92 to 121 cfs.,Current Delta FFM is augmented. Proposed project can decrease by 1 to 5 cfs.,Current Delta FFM is augmented (long). Proposed project can decrease duration by 29 days to 31 days.,Current Delta FFM is augmented. Proposed project can decrease by 2 to 2 cfs.,Current Delta FFM is augmented. Proposed project can decrease by 31 to 36 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is augmented (late). Proposed project can change timing by 2 to 4 days earlier.,Current Delta FFM is augmented. Proposed project can decrease by 1 to 5 cfs.,IV.Prob_ASCI_SP_Dur,Probability ASCI SP_Dur
201020,28.5,1.804951499,33.96730136,771.45954,629.2004,-42,109.4137,2,2.142275821,0.7,0.706372579,0.416461491,NA,0.332329091,0.392114206,0.461313101,0.585812279,0.628990908,0.410807232,NA,0.623283934,0.63588567,Current Delta FFM is within limits. Proposed project should not increase duration by more than 4 days or decrease duration by more than 81 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 9 cfs or decrease by more than 6 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is depleted (short). Proposed project can increase duration by 18  days to 60 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 374 cfs or decrease by more than 284 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 30 cfs or decrease by more than 86 cfs.,Current Delta FFM is augmented (long). Proposed project can decrease duration by 7 days to 69 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 2 cfs or decrease by more than 6 cfs.,Current Delta FFM is augmented. Proposed project can decrease by 11 to 94 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 7 days later or by more than 34 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 18 cfs or decrease by more than 100 cfs.,IV.Prob_ASCI_SP_Mag,Probability ASCI SP_Mag
201020,28.5,1.804951499,33.96730136,771.45954,629.2004,-42,109.4137,2,2.142275821,0.9,0.706372579,0.416461491,NA,0.332329091,0.392114206,0.461313101,0.585812279,0.628990908,0.410807232,NA,0.623283934,0.63588567,Current Delta FFM is augmented (long). Proposed project can decrease duration by 18 days to 46 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 2 cfs or decrease by more than 4 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is depleted (short). Proposed project can increase duration by 34  days to 48 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 50 cfs or decrease by more than 168 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 8 cfs or decrease by more than 25 cfs.,Current Delta FFM is augmented (long). Proposed project can decrease duration by 21 days to 42 days.,Current Delta FFM is augmented. Proposed project can decrease by 0.55 to 3 cfs.,Current Delta FFM is augmented. Proposed project can decrease by 25 to 54 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 0.98 days later or by more than 13 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 5 cfs or decrease by more than 34 cfs.,IV.Prob_ASCI_Wet_BFL_Mag_50,Probability ASCI Wet_BFL_Mag_50
201020,28.5,1.804951499,33.96730136,771.45954,629.2004,-42,109.4137,2,2.142275821,0.99,0.706372579,0.416461491,NA,0.332329091,0.392114206,0.461313101,0.585812279,0.628990908,0.410807232,NA,0.623283934,0.63588567,Current Delta FFM is augmented (long). Proposed project can decrease duration by 27 days to 31 days.,Current Delta FFM is augmented. Proposed project can decrease by 1 to 2 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is depleted (short). Proposed project can increase duration by 41  days to 43 days.,Current Delta FFM is augmented. Proposed project can decrease by 93 to 122 cfs.,Current Delta FFM is augmented. Proposed project can decrease by 1 to 5 cfs.,Current Delta FFM is augmented (long). Proposed project can decrease duration by 28 days to 30 days.,Current Delta FFM is augmented. Proposed project can decrease by 2 to 2 cfs.,Current Delta FFM is augmented. Proposed project can decrease by 32 to 37 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is augmented (late). Proposed project can change timing by 2 to 4 days earlier.,Current Delta FFM is augmented. Proposed project can decrease by 1 to 5 cfs.,IV.Prob_CSCI_DS_Dur_WS,Probability CSCI DS_Dur_WS
201030,25,0.04368409,-28.11063693,33.14222,25.6666,-16,20.2212,0,0.037535524,0.7,0.742701669,0.438478049,NA,0.726406051,0.398598408,0.470507689,0.640935482,0.740037108,0.421113824,NA,0.666202388,0.655119906,Current Delta FFM is within limits. Proposed project should not increase duration by more than 7 days or decrease duration by more than 78 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 11 cfs or decrease by more than 5 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 34 days or decrease duration by more than 8 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 463 cfs or decrease by more than 194 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 32 cfs or decrease by more than 84 cfs.,Current Delta FFM is augmented (long). Proposed project can decrease duration by 4 days to 65 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 3 cfs or decrease by more than 4 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 51 cfs or decrease by more than 32 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 9 days later or by more than 32 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 20 cfs or decrease by more than 98 cfs.,IV.Prob_CSCI_DS_Mag_50,Probability CSCI DS_Mag_50
201030,25,0.04368409,-28.11063693,33.14222,25.6666,-16,20.2212,0,0.037535524,0.9,0.742701669,0.438478049,NA,0.726406051,0.398598408,0.470507689,0.640935482,0.740037108,0.421113824,NA,0.666202388,0.655119906,Current Delta FFM is augmented (long). Proposed project can decrease duration by 14 days to 42 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 3 cfs or decrease by more than 2 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is depleted (short). Proposed project can increase duration by 8  days to 22 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 139 cfs or decrease by more than 79 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 10 cfs or decrease by more than 23 cfs.,Current Delta FFM is augmented (long). Proposed project can decrease duration by 17 days to 39 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 1 cfs or decrease by more than 2 cfs.,Current Delta FFM is depleted. Proposed project can increase by 8 to 37 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 3 days later or by more than 11 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 7 cfs or decrease by more than 32 cfs.,IV.Prob_CSCI_FA_Mag,Probability CSCI FA_Mag
201030,25,0.04368409,-28.11063693,33.14222,25.6666,-16,20.2212,0,0.037535524,0.99,0.742701669,0.438478049,NA,0.726406051,0.398598408,0.470507689,0.640935482,0.740037108,0.421113824,NA,0.666202388,0.655119906,Current Delta FFM is augmented (long). Proposed project can decrease duration by 24 days to 27 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.34 cfs or decrease by more than 0.63 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is depleted (short). Proposed project can increase duration by 15  days to 17 days.,Current Delta FFM is augmented. Proposed project can decrease by 4 to 33 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 1 cfs or decrease by more than 3 cfs.,Current Delta FFM is augmented (long). Proposed project can decrease duration by 24 days to 27 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.13 cfs or decrease by more than 0.54 cfs.,Current Delta FFM is depleted. Proposed project can increase by 26 to 30 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 0.31 days later or by more than 2 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.72 cfs or decrease by more than 3 cfs.,IV.Prob_CSCI_Peak_10,Probability CSCI Peak_10
201031,72,-0.011494263,NA,13.06828,6.9604,-10,3.5041,8,-0.004021158,0.7,0.306880423,0.385779237,NA,0.832157828,0.399817767,0.252107281,0.115394907,0.753854395,NA,NA,0.485220721,0.367020575,Current Delta FFM is augmented (long). Proposed project can decrease duration by 40 days to 125 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 11 cfs or decrease by more than 4 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 28 days or decrease duration by more than 14 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 480 cfs or decrease by more than 178 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 32 cfs or decrease by more than 84 cfs.,Current Delta FFM is augmented (long). Proposed project can decrease duration by 51 days to 112 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 3 cfs or decrease by more than 4 cfs.,A probability of NA means no median delta FFM value is available.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 0.78 days later or by more than 40 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 20 cfs or decrease by more than 98 cfs.,IV.Prob_CSCI_SP_Tim,Probability CSCI SP_Tim
201031,72,-0.011494263,NA,13.06828,6.9604,-10,3.5041,8,-0.004021158,0.9,0.306880423,0.385779237,NA,0.832157828,0.399817767,0.252107281,0.115394907,0.753854395,NA,NA,0.485220721,0.367020575,Current Delta FFM is augmented (long). Proposed project can decrease duration by 61 days to 89 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 4 cfs or decrease by more than 2 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is depleted (short). Proposed project can increase duration by 2  days to 16 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 156 cfs or decrease by more than 62 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 10 cfs or decrease by more than 23 cfs.,Current Delta FFM is augmented (long). Proposed project can decrease duration by 64 days to 86 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 1 cfs or decrease by more than 2 cfs.,A probability of NA means no median delta FFM value is available.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is augmented (late). Proposed project can change timing by 5 to 19 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 7 cfs or decrease by more than 32 cfs.,IV.Prob_CSCI_Wet_BFL_Mag_50,Probability CSCI Wet_BFL_Mag_50
201031,72,-0.011494263,NA,13.06828,6.9604,-10,3.5041,8,-0.004021158,0.99,0.306880423,0.385779237,NA,0.832157828,0.399817767,0.252107281,0.115394907,0.753854395,NA,NA,0.485220721,0.367020575,Current Delta FFM is augmented (long). Proposed project can decrease duration by 71 days to 74 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.4 cfs or decrease by more than 0.57 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is depleted (short). Proposed project can increase duration by 9  days to 11 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 12 cfs or decrease by more than 16 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 1 cfs or decrease by more than 3 cfs.,Current Delta FFM is augmented (long). Proposed project can decrease duration by 71 days to 74 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.19 cfs or decrease by more than 0.49 cfs.,A probability of NA means no median delta FFM value is available.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is augmented (late). Proposed project can change timing by 8 to 10 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.76 cfs or decrease by more than 3 cfs.,V.Result_ASCI_DS_Dur_WS,Result ASCI DS_Dur_WS
201050,46,-0.111094171,-4.360968291,80.47682,82.8507,-46,10.9789,1,0.25725,0.7,0.530898724,0.382958498,NA,0.281287609,0.399272394,0.469546819,0.337407103,0.748754034,0.454397578,NA,0.645034804,0.65313435,Current Delta FFM is augmented (long). Proposed project can decrease duration by 14 days to 99 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 11 cfs or decrease by more than 4 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is depleted (short). Proposed project can increase duration by 22  days to 64 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 473 cfs or decrease by more than 185 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 32 cfs or decrease by more than 84 cfs.,Current Delta FFM is augmented (long). Proposed project can decrease duration by 25 days to 86 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 3 cfs or decrease by more than 4 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 27 cfs or decrease by more than 56 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 8 days later or by more than 33 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 20 cfs or decrease by more than 98 cfs.,V.Result_ASCI_DS_Mag_50,Result ASCI DS_Mag_50
201050,46,-0.111094171,-4.360968291,80.47682,82.8507,-46,10.9789,1,0.25725,0.9,0.530898724,0.382958498,NA,0.281287609,0.399272394,0.469546819,0.337407103,0.748754034,0.454397578,NA,0.645034804,0.65313435,Current Delta FFM is augmented (long). Proposed project can decrease duration by 35 days to 63 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 4 cfs or decrease by more than 2 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is depleted (short). Proposed project can increase duration by 38  days to 52 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 148 cfs or decrease by more than 69 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 10 cfs or decrease by more than 23 cfs.,Current Delta FFM is augmented (long). Proposed project can decrease duration by 38 days to 60 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 1 cfs or decrease by more than 2 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 14 cfs or decrease by more than 16 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 2 days later or by more than 12 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 7 cfs or decrease by more than 32 cfs.,V.Result_ASCI_Peak_2,Result ASCI Peak_2
201050,46,-0.111094171,-4.360968291,80.47682,82.8507,-46,10.9789,1,0.25725,0.99,0.530898724,0.382958498,NA,0.281287609,0.399272394,0.469546819,0.337407103,0.748754034,0.454397578,NA,0.645034804,0.65313435,Current Delta FFM is augmented (long). Proposed project can decrease duration by 45 days to 48 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.5 cfs or decrease by more than 0.47 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is depleted (short). Proposed project can increase duration by 45  days to 47 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 5 cfs or decrease by more than 24 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.8 cfs or decrease by more than 3 cfs.,Current Delta FFM is augmented (long). Proposed project can decrease duration by 45 days to 48 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.28 cfs or decrease by more than 0.39 cfs.,Current Delta FFM is depleted. Proposed project can increase by 2 to 6 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is augmented (late). Proposed project can change timing by 0.69 to 3 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 0.5 cfs or decrease by more than 3 cfs.,V.Result_ASCI_SP_Dur,Result ASCI SP_Dur
201061,26.5,-0.114784764,NA,91.46232,58.9867,17,34.1211,0,0.032348234,0.7,0.727106092,0.382854128,NA,0.627438745,0.397585494,0.470530378,0.61723927,0.748563701,NA,NA,0.666202388,0.655166719,Current Delta FFM is within limits. Proposed project should not increase duration by more than 6 days or decrease duration by more than 79 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 11 cfs or decrease by more than 4 cfs.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not increase duration by more than 0.56 days or decrease duration by more than 41 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 450 cfs or decrease by more than 208 cfs.,Current Delta FFM is within limits. Proposed project should not increase by more than 32 cfs or decrease by more than 84 cfs.,Current Delta FFM is augmented (long). Proposed project can decrease duration by 5 days to 67 days.,Current Delta FFM is within limits. Proposed project should not increase by more than 3 cfs or decrease by more than 4 cfs.,A probability of NA means no median delta FFM value is available.,A probability of NA indicates augmented peak metric.  Not enough data for flow ecology curve peak augmentation.,Current Delta FFM is within limits. Proposed project should not change timing by more than 9 days later or by more than 32 days earlier.,Current Delta FFM is within limits. Proposed project should not increase by more than 20 cfs or decrease by more than 98 cfs.,V.Result_ASCI_SP_Mag,Result ASCI SP_Mag
